dev,token,symbol,create_ts,hit,ath_mc,coverage_s,truncated,sol_ok,quote_mint,launchpad_platform,migrate_s,curve_last_s,n_trades,measurable,n_markets,dev_first_buy_s,dev_first_buy_sol,dev_first_buy_quote,dev_first_buy_tokens,dev_supply_share,dev_same_slot_buyers,dev_fee_first_tx,dev_fee_med_60s,dev_sold_by_60s,dev_sold_share_60s,dev_sold_by_120s,dev_sold_share_120s,dev_sold_by_300s,dev_sold_share_300s,dev_fee_lamports_med,dev_first_sell_s,dev_sold_share_30m,dev_sell_sol_30m,member_first_buy_s,outside_first_buy_s,sol_in_1m,sol_out_1m,net_sol_1m,n_buys_1m,n_wallets_1m,member_buy_by_1m,member_buy_sol_1m,member_buyers_1m,outside_buy_sol_1m,top10_share_1m,n_net_long_1m,sol_in_5m,sol_out_5m,net_sol_5m,n_buys_5m,n_wallets_5m,member_buy_by_5m,member_buy_sol_5m,member_buyers_5m,outside_buy_sol_5m,top10_share_5m,n_net_long_5m,n_price_buckets,peak10_mult,peak10_ts_s,end_mult,mult_30s,max_after_30s,max_after_30s_ts,ahead_30s,mult_60s,max_after_60s,max_after_60s_ts,ahead_60s,mult_120s,max_after_120s,max_after_120s_ts,ahead_120s,mult_300s,max_after_300s,max_after_300s_ts,ahead_300s,peak1_ts_s,peak1_mult,grad_s
retardmode,E8C2ANhFwCdQweyQnWtc1QPUHsMKzw2RCcYoqjE3pump,CARDAMOM,1762326998,False,39337.85692132429,1800,False,True,,Pump.fun,,,321,True,1,0.0,0.9885690640000001,0.9885690640000001,34165003.950986,0.034165003950986,0.0,30000.0,30000.0,False,0.0,True,1.0,True,1.0,125000.0,97.0,1.0,1.74433017,,1.0,20.076884353999997,9.925663969999999,10.151220383999998,61.0,41.0,False,0.0,0.0,19.088315289999997,0.8793919915901492,18.0,31.576279379999995,22.022908192000003,9.553371187999993,81.0,59.0,False,0.0,0.0,30.587710316,0.8817124841231493,15.0,54.0,2.6536344078392324,770.0,1.603585429304033,1.41548591695845,2.6536344078392324,770.0,1.8747162200958352,1.6115767604136135,2.6536344078392324,770.0,1.6466075169501533,1.8030556307758727,2.6536344078392324,770.0,1.4717429471088184,1.5762437961845925,2.6536344078392324,770.0,1.6835177491340734,774.0,2.6536344078392324,
retardmode,BirTjM75mtYKTGbEPnZMKpruBniV8Jwo7oHisMnBpump,NIGGERMAS,1762365639,False,8826.7737,1800,False,True,,Pump.fun,,,118,True,1,0.0,0.988576024,0.988576024,34165003.950986,0.034165003950986,2.0,30000.0,125000.0,True,1.0,True,1.0,True,1.0,125000.0,48.0,1.0,1.413026564,,0.0,13.754895281000001,7.354470889999999,6.400424391000002,27.0,27.0,False,0.0,0.0,12.766319257,0.9728021973401567,13.0,28.121767677000005,24.667459341,3.454308336000004,51.0,47.0,False,0.0,0.0,27.133191653,1.0,8.0,20.0,1.8026273985556733,170.0,1.2018442438546952,1.4070735360032964,1.8026273985556733,170.0,1.2811181167374683,1.3841746832179354,1.8026273985556733,170.0,1.3023120711649756,1.2528942426606848,1.8026273985556733,170.0,1.4387705978499497,1.7596817383596568,1.3787583023124468,480.0,0.7835270846179833,173.0,1.8826863179611442,
retardmode,867xmoFFdTbFeVDNAXzSgPjQFRKJPgNAUNi4kwb6pump,HANUKKAH,1762366155,False,6131.2128,1800,False,True,,Pump.fun,,,14,True,1,0.0,0.988576024,0.988576024,34165003.950986,0.034165003950986,4.0,30000.0,125000.0,True,1.0,True,1.0,True,1.0,125000.0,7.0,1.0,0.9866341840000001,,0.0,5.04000317,5.038061325999999,0.0019418440000009696,5.0,5.0,False,0.0,0.0,4.051427146,,0.0,5.04000317,5.038061325999999,0.0019418440000009696,5.0,5.0,False,0.0,0.0,4.051427146,,0.0,2.0,1.1289614389120008,0.0,0.9983836258447181,1.1289614389120008,0.9983836258447181,1150.0,0.8843381106150775,1.1289614389120008,0.9983836258447181,1150.0,0.8843381106150775,1.1289614389120008,0.9983836258447181,1150.0,0.8843381106150775,1.1289614389120008,0.9983836258447181,1150.0,0.8843381106150775,0.0,1.1289614389120008,
retardmode,C6iAKNXgpt21gpSuoWQYPJ9rAXGGu7WXZjyA5ddcpump,clappy,1769587767,False,4278.3698,1800,False,True,,Pump.fun,,,8,True,1,0.0,0.9891159199999999,0.9891159199999999,34199203.120618,0.034199203120618,1.0,645000.0,645000.0,False,0.0,False,0.0,False,0.0,645000.0,,0.0,0.0,,0.0,2.908068604,1.918952679,0.9891159249999999,4.0,4.0,False,0.0,0.0,1.9189526840000002,1.0,1.0,2.908068604,1.918952679,0.9891159249999999,4.0,4.0,False,0.0,0.0,1.9189526840000002,1.0,1.0,1.0,1.0608903760908188,0.0,1.0608903760908188,1.0608903760908188,,,,1.0608903760908188,,,,1.0608903760908188,,,,1.0608903760908188,,,,0.0,1.0608903760908188,
retardmode,AfcCTXLCQjzpS87pWzwNVFTkUqLKNxGMwDyHdN6gpump,Chazerei,1769675612,False,8209.21019179079,1800,False,True,,Pump.fun,,,9,True,1,0.0,1.975145249,1.975145249,66219428.509299,0.066219428509299,3.0,40000.0,40000.0,False,0.0,False,0.0,False,0.0,40000.0,,0.0,0.0,,0.0,3.956090028,1.980944776,1.9751452520000001,4.0,4.0,False,0.0,0.0,1.980944779,1.0,1.0,3.9560900670000003,1.980944776,1.9751452910000002,5.0,5.0,False,0.0,0.0,1.980944818,1.0,2.0,1.0,1.061433359663331,0.0,1.061433359663331,1.061433359663331,,,,1.061433359663331,,,,1.061433359663331,,,,1.061433359663331,,,,0.0,1.061433359663331,
retardmode,73qWYYtJCNmbPbQuVMyAMPXH7Kmmx6okupT8J2W4pump,PEACE,1769952650,True,1686653.7,1800,False,True,,Pump.fun,,,287,True,2,0.0,3.948088848,3.948088848,124733323.581942,0.124733323581942,0.0,40000.0,40000.0,False,0.0,False,0.0,False,0.0,40000.0,,0.0,0.0,,1.0,10.190448838999998,1.7935589889999999,8.396889849999999,29.0,29.0,False,0.0,0.0,6.242359991000001,0.9027219674838269,24.0,20.413350553,9.282486727000002,11.130863825999999,73.0,72.0,False,0.0,0.0,16.465261705,0.7956566744158363,36.0,45.0,3.9092600764969903,1790.0,3.9092600764969903,1.1381640448295578,3.9092600764969903,1790.0,3.434707056733996,1.3008766905610492,3.9092600764969903,1790.0,3.0050965666937914,1.633425466129705,3.9092600764969903,1790.0,2.3932895363507014,1.659444415163829,3.9092600764969903,1790.0,2.3557643996837627,1797.0,3.9092600764969903,
retardmode,H2rsD4PFTEUqy6qFyv3XneYCuWLjTRACzqdaRNA3pump,YGIG,1775957881,False,12497.192,1800,False,True,,Pump.fun,,,799,True,1,0.0,1.001624833,1.001624833,34618137.775766,0.034618137775766,0.0,8500.0,8500.0,False,0.0,False,0.0,False,0.0,8500.0,,0.0,0.0,,1.0,67.880821195,49.168099043999995,18.712722151,73.0,63.0,False,0.0,0.0,66.879196362,0.5836838476339811,39.0,124.490313766,92.030194342,32.460119424,254.0,174.0,False,0.0,0.0,123.48868893299999,0.44282742441174333,86.0,79.0,5.022211326169448,220.0,2.894961806295863,2.245959174769359,5.022211326169448,220.0,2.2361098022563954,2.613837150265248,5.022211326169448,220.0,1.921394118091788,3.3137185603231476,5.022211326169448,220.0,1.5155817353661114,3.963963449943792,4.31620344503132,300.0,1.0888605557381017,216.0,5.153638008875643,
retardmode,2PzAssUQ84Vph4wppHSmkEfF1wubjyKxFG54fBAmpump,yoohoo,1787741868,False,12455.062,1800,False,True,,Pump.fun,,,327,True,1,0.0,4.944225992,4.944225992,151773183.854206,0.151773183854206,0.0,10000.0,7000.0,True,0.5,True,0.5,True,0.5,7000.0,8.0,0.5,6.630105606,269.0,0.0,78.298278942,69.67214544999999,8.626133492000008,116.0,102.0,False,0.0,0.0,73.35405295,0.8661099356020932,24.0,92.93028107,76.26598868500001,16.664292384999996,153.0,126.0,True,0.98765432,1.0,86.998400758,0.689459287286146,31.0,25.0,2.099628707446999,0.0,1.1258374225255448,1.3273483957270533,2.048882215863416,280.0,1.5435903809874598,1.2911771856203056,2.048882215863416,280.0,1.5868327280574546,1.2827501391801557,2.048882215863416,280.0,1.5972574496642957,2.048882215863416,1.8483755550322296,480.0,0.9021385127564832,4.0,3.7011720177952334,
retardmode,8PGK4bq39nPBNfw2sZLdPBcAnz2whZbNsHszenWKpump,GOOSE,1787795018,False,9663.2469,1800,False,True,,Pump.fun,,,136,True,1,0.0,2.9691874540000005,2.9691874540000005,96583719.241621,0.096583719241621,2.0,10000.0,7000.0,True,0.49999999999999484,True,1.0,True,1.0,4000.0,7.0,1.0,4.5314419489999995,,0.0,54.0903359,49.246578087,4.843757812999996,64.0,52.0,False,0.0,0.0,51.121148446,0.9894096071081555,14.0,54.091447009999996,53.99508822100001,0.09635878899998573,65.0,52.0,False,0.0,0.0,51.122259556,1.0,2.0,5.0,1.891769465958692,0.0,1.2316386847622367,1.5180449722051579,1.2316386847622367,50.0,0.8113321458277493,1.2316386847622367,,,,1.2316386847622367,,,,1.2316386847622367,,,,4.0,2.611705166211648,
retardmode,9K1NgrVXh7Qrc3KuZyXRN5ctxr1MGc1y1fEnDsCNpump,BIRD,1787795139,False,6585.1206,1800,False,True,,Pump.fun,,,91,True,1,0.0,2.9691874540000005,2.9691874540000005,96583719.241621,0.096583719241621,3.0,10000.0,7000.0,True,0.49999999999999484,True,0.49999999999999484,True,0.49999999999999484,7000.0,6.0,0.49999999999999484,2.247590279,,0.0,12.735295570000002,10.979332444,1.755963126000001,13.0,12.0,False,0.0,0.0,9.766108116,1.0,5.0,20.518114431,11.901038216000002,8.617076214999999,34.0,26.0,False,0.0,0.0,17.548926976999997,0.9505928905271764,16.0,18.0,1.5275294243845492,300.0,1.4192508967710256,1.1000870600212664,1.5275294243845492,300.0,1.3885532153746265,1.1000870600212664,1.5275294243845492,300.0,1.3885532153746265,1.1000870600212664,1.5275294243845492,300.0,1.3885532153746265,1.462794123728944,1.5275294243845492,300.0,1.0442545533957865,2.0,1.5964900195336855,
